   1   1   1   1     1.829141980431
   1   1   2   2     1.903139868957
   1   1   3   3     1.903146941208
   1   1   4   4     0.074001424658
   1   2   1   2    -0.000000468463
   1   2   2   1    -0.877568349341
   1   2   3   4    -0.354237279028
   1   2   4   3    -0.000000259201
   1   3   1   3     0.000000468461
   1   3   2   4    -0.354236330619
   1   3   3   1    -0.877572206435
   1   3   4   2     0.000000259201
   1   4   1   4    -0.204463569848
   1   4   2   3    -0.000000512147
   1   4   3   2     0.000000512148
   1   4   4   1    -0.074001424655
   2   1   1   2    -0.877568349341
   2   1   2   1    -0.000000468463
   2   1   3   4    -0.000000259201
   2   1   4   3    -0.354237279028
   2   2   1   1     1.903139868957
   2   2   2   2     0.925996749625
   2   2   3   3     0.074001424654
   2   2   4   4     0.096856479598
   2   3   1   4    -0.000000512147
   2   3   2   3    -0.925998575343
   2   3   3   2    -0.074001424654
   2   3   4   1     0.000000512148
   2   4   1   3    -0.354236330619
   2   4   2   4    -0.000001295638
   2   4   3   1     0.000000259201
   2   4   4   2     0.025573024370
   3   1   1   3    -0.877572206435
   3   1   2   4     0.000000259201
   3   1   3   1     0.000000468461
   3   1   4   2    -0.354236330619
   3   2   1   4     0.000000512148
   3   2   2   3    -0.074001424654
   3   2   3   2    -0.925998575343
   3   2   4   1    -0.000000512147
   3   3   1   1     1.903146941208
   3   3   2   2     0.074001424654
   3   3   3   3     0.926000401067
   3   3   4   4     0.096856710232
   3   4   1   2    -0.354237279028
   3   4   2   1    -0.000000259201
   3   4   3   4     0.000001295641
   3   4   4   3     0.025573230022
   4   1   1   4    -0.074001424655
   4   1   2   3     0.000000512148
   4   1   3   2    -0.000000512147
   4   1   4   1    -0.204463569848
   4   2   1   3     0.000000259201
   4   2   2   4     0.025573024370
   4   2   3   1    -0.354236330619
   4   2   4   2    -0.000001295638
   4   3   1   2    -0.000000259201
   4   3   2   1    -0.354237279028
   4   3   3   4     0.025573230022
   4   3   4   3     0.000001295641
   4   4   1   1     0.074001424658
   4   4   2   2     0.096856479598
   4   4   3   3     0.096856710232
   4   4   4   4     0.022855170263
